1 1 1 0 100 0 2100 18.5488
2 3 1 0 50 0 2150 3.83093
3 2 1 1 100 0 2250 4.97295
4 4 1 1 50 0 2300 3.86343
5 1 2 0 100 0 2400 4.09458
6 2 2 1 100 0 2500 3.1193
7 1 3 1 100 -150 2450 7.10204
8 2 3 0 100 0 2550 5.84549
9 4 2 0 50 0 2600 7.13817
10 3 2 0 50 0 2650 9.10412
11 1 4 0 100 0 2750 6.55127
12 2 4 1 100 0 2850 3.91807
13 1 5 1 100 -300 2650 12.5952
14 2 5 0 100 0 2750 4.44361
15 2 6 1 100 0 2850 7.49838
16 2 7 0 100 0 2950 7.65687
17 3 3 1 50 -50 2950 7.01294
18 4 3 1 50 0 3000 3.72559
19 2 8 0 100 0 3100 3.75916
20 2 9 1 100 -1250 1950 6.29922
21 1 6 0 100 0 2050 3.886
22 1 7 1 100 -200 1950 5.78152
23 3 4 0 50 0 2000 4.01328
24 4 4 0 50 0 2050 4.78374
25 1 8 0 100 0 2150 5.33078
26 1 9 1 100 -250 2000 13.1911
27 2 10 0 100 0 2100 3.14764
28 3 5 1 50 -50 2100 5.08524
29 4 5 0 50 0 2150 4.26304
30 2 11 1 100 0 2250 5.7617
31 1 10 1 100 -350 2000 10.5845
32 3 6 0 50 0 2050 4.60737
33 4 6 1 50 0 2100 4.20919
34 2 12 1 100 0 2200 4.96103
35 3 7 1 50 -50 2200 3.78609
36 1 11 0 100 0 2300 3.21071
37 4 7 1 50 0 2350 9.14216
38 2 13 0 100 0 2450 5.65783
39 1 12 1 100 -350 2200 6.00943
40 3 8 0 50 0 2250 5.38859
41 2 14 1 100 -1250 1100 3.935
42 4 8 0 50 0 1150 4.11546
43 2 15 0 100 0 1250 3.14452
44 1 13 0 100 0 1350 3.97431
45 1 14 1 100 -250 1200 7.70912
46 2 16 1 100 0 1300 4.45148
47 4 9 0 50 0 1350 3.74759
48 3 9 1 50 -50 1350 3.69461
49 4 10 1 50 -250 1150 4.5541
50 1 15 1 100 -200 1050 4.48515
51 2 17 1 100 0 1150 3.70162
52 3 10 1 50 -50 1150 4.12063
53 1 16 0 100 0 1250 6.41453
54 3 11 0 50 0 1300 6.68877
55 2 18 0 100 0 1400 4.49547
56 4 11 1 50 0 1450 6.95184
57 1 17 1 100 -300 1250 7.15777
58 3 12 1 50 -25 1275 3.67294
59 2 19 0 100 0 1375 3.60041
60 4 12 1 50 0 1425 3.38499
61 4 13 0 50 0 1475 4.58885
62 4 14 0 50 0 1525 4.23918
63 4 15 1 50 0 1575 4.42019
64 3 13 1 50 -75 1550 4.57325
65 2 20 0 100 0 1650 3.94534
66 1 18 1 100 -150 1600 3.51917
67 2 21 1 100 -1250 450 7.79485
68 4 16 0 50 0 500 4.3738
69 4 17 0 50 0 550 5.8508
70 4 18 0 50 0 600 3.18575
71 4 19 1 50 0 650 2.8381
72 4 20 1 50 -250 450 3.01225
73 4 21 0 50 0 500 2.8529
74 4 22 1 50 0 550 2.93796
75 1 19 0 100 0 650 3.67974
76 4 23 0 50 0 700 3.43409
77 4 24 0 50 0 750 3.86351
78 2 22 0 100 0 850 3.87389
79 4 25 1 50 0 900 3.10521
80 4 26 1 50 0 950 3.03948
81 4 27 1 50 0 1000 3.83197
82 2 23 1 100 0 1100 3.79523
83 4 28 0 50 0 1150 3.74325
84 4 29 1 50 -250 950 2.72684
85 4 30 0 50 0 1000 3.04082
86 2 24 1 100 0 1100 3.67381
87 4 31 0 50 0 1150 3.44798
88 4 32 1 50 0 1200 4.29463
89 2 25 0 100 0 1300 2.49503
90 2 26 1 100 0 1400 3.11071
91 4 33 0 50 0 1450 6.53712
92 2 27 0 100 0 1550 3.65001
93 2 28 1 100 0 1650 4.50321
94 2 29 0 100 0 1750 2.84733
95 2 30 0 100 0 1850 2.91255
96 2 31 1 100 0 1950 3.0239
97 2 32 1 100 -1250 800 4.2625
98 4 34 1 50 0 850 3.27193
99 4 35 1 50 -250 650 2.97102
100 4 36 1 50 0 700 6.90549
